title,body,date,customer_name,customer_profile_link,verified_purchase,country,image_count,video_count,helpful_count,rating,style_attributes
I gained weight using the product,The flavor ia good but only issue i haf is that i gained 10LBS using this even though i continued to work out for 1 month i couldnt loose weight i stopped taking the supplument with in 1 week i dropped the 10lbs i gained.,26-May-21,Richard,https://www.amazon.com/gp/profile/amzn1.account.AGDNGDCI4GQ4XILVWRZOOFE3IKDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Good price good product,I bought this product mostly because I wanted something to make with a shake in the morning and I really enjoy it. It does taste a little like vanilla chalk but if you add a banana or a little bit of milk it with that weird taste. Overall it is pretty good vanilla chalk lol,30-Jul-20,AngLop,https://www.amazon.com/gp/profile/amzn1.account.AEKXITBOXFXHMAAHI2NJVXENF4QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Not a fan of the flavor,"Not a big fan of the flavor or how it blends. I take their vitamins so I thought I would try this item from them. Glad I only got a small container. Also read, it is 2 scoops per serving so the container will go fast.",04-May-21,Haley M,https://www.amazon.com/gp/profile/amzn1.account.AF2MH27R4SAE3XCTBNFCF4DBBW3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Too much artificial sweetner,"Here's the thing about this powder. I use Muscle Milk alot, and this is basically the same thing, but with alot of sweetner added in. If you like your protein / meal powder sweet then this product might be for you. I don't like my shakes super sweet so this will only be a one time buy for me, as I'll be sticking with Muscle Milk.",13-Sep-20,Orey22,https://www.amazon.com/gp/profile/amzn1.account.AEXZFGV3VWO34NRXEEWO23RI5L7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Invest in a better powder,"It���s gross. This powder tastes so chalky and gross. I can normally get past bad taste if the health benefits are there, but this powder isn���t bearable. The pricing is great, but the taste... no. I honestly would recommend investing in the more costly powders. If you���re going to be drinking these one to two times daily, you���re going to want it not to be horrible.",06-Sep-20,Sage Knowles,https://www.amazon.com/gp/profile/amzn1.account.AE4FPF62RYK2JY44FABXYMKHLUYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Todo much sugar,Have todo much sugar,16-Oct-22,Moonstone,https://www.amazon.com/gp/profile/amzn1.account.AGWTJY2VTIL4US4RVW4WSOMDRUYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Ok stuff...,"Not bad taste really...and can't beat the vitamin content but as others have said I had problems with it really mixing up in my blender bottle. Using an actual blender it was fine. No complaints on the taste but I add so much to my shakes anyway I don't usually taste the shake. Because it didn't mix so well, probably going to stick with my Designers Whey. I have tried MANY powders and always go back to it. It dissolves equally as well in a shaker as it does in a blender so much more practical....and it tastes good!",13-Mar-16,jennirn,https://www.amazon.com/gp/profile/amzn1.account.AF3M4P7CTGR4GU6K62TE7HND2LJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Taste like Pepto-Bismo,Taste terrible!!! I threw my entire new mix away because I couldn���t get past the taste. It taste just like a big pink spoonful of Pepto-Bismol,30-Aug-21,Kaden32,https://www.amazon.com/gp/profile/amzn1.account.AFPBLVG5AL7CLXN7UVL2AHZA5IFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
"Filling, but not tasty.","I read lots of reviews of various protein powders and was excited to try this one. I'm lactose intolerant and I have no sensitivities with this shake mix, but unlike other reviewers, I found it to be very chalky. It has the powdery taste even after its been blended. Its not very tasty with just water, but when blended with fruit and almond milk it becomes more tolerable. It satisfies hunger for several hours, but just doesn't taste that good by itself.",12-Jan-18,JBall,https://www.amazon.com/gp/profile/amzn1.account.AF7SAFU66HCLNQAT6MGCI22GAQ2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
After taste,"I like this Protein powder because it has the amount of protein I need in my smoothies however I don't like the stevia or sugar free after taste.

Update...
So I started adding the protein powder to fruit smoothies like Papaya, banana or blueberries which made the sugar free after taste less overwhelming.",16-Jun-20,Lady Demonbreun,https://www.amazon.com/gp/profile/amzn1.account.AFDUUAEIAERYOP5X3WSJHAYHVUCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Why does this never dissolve???,"From the largely positive reviews, it FEELS like I'm doing this wrong. I've stirred, shaken, and blended with warm and cold water and milk and cold almond milk. I even tried one with warm milk stirred, shaken AND blended and IT STILL WON'T DISSOLVE to any sort of satisfactory level. And it's not a couple little pebbles; you can't just ""smush"" it because it just regroups. There's no point in even reading the nutrition facts because you're only getting like a tenth of it anyway, unless you ""drink"" mouthfuls of them. I'm so irritated with this facet of the product that any of the other benefits advertised still wouldn't get me to purchase it again.

It tastes STRONGLY of what I'm assuming is an artificial sweetener. Enough that I have to actively think about the fact that it's chocolate flavored to remember that's the taste I'm looking for. If you drink diet coke or the likes, this probably wouldn't be that much of a negative, but I hate it. I tried various methods to cover the taste and most things work if you put enough of it in. I have a mint cocoa that covers it well if you mix equal parts, peanut butter is pretty effective. Other chocolate decidedly doesn't do it, though. You can get it pretty tolerable, but I still haven't actually ""finished"" one because when you get to the bottom, it's just a layer or two of the pebbles described above; it's foul.

The benefits it boasts do sound like what I'm looking for. It's disappointing that it wasn't usable in practice.",04-Jan-23,Samantha Angell,https://www.amazon.com/gp/profile/amzn1.account.AF25K5RZVZRU35AXB3ZSMJJUGJNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Doesn���t taste great,I���ve tried every protein powder under the sun. I like to put it in my coffee. I had to add organic pure cane sugar to this to make it taste ok. Just a very bland and chalky powder. Wouldn���t buy it again.,15-Mar-24,Adam H.,https://www.amazon.com/gp/profile/amzn1.account.AFRQPTOYCH4HZ3LXUSHYE6ZU5MGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,2 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Contains bio engineered food ingredients.,"The good news is that the best tasting protein shake mix I have found. The negative news is it contains bio engineered food ingredients. And who knows what that really means or what is in it. I tried to return my unopened container, but was not allowed to do so. I will not be buying this again. I will give it two stars for the taste.",03-Jan-24,peanutbrew,https://www.amazon.com/gp/profile/amzn1.account.AH6YPTOTCOOLFBFERCQBK5C436OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,2 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
"Vanilla: great ingredients, good consistency, horrible taste.","I really like the ingredient list. I like that it's all natural, and so much of it is organic. I love how packed it is with vitamins and supplements, though I do wish I knew what they were derived from.

I also like the consistency. Like most soy/whey drinks, this is a lot smoother than the vegan mixes. I did find that the recommended proportions were watery, and I had to either reduce water or increase the mix - but I know a lot of people mix up their shakes with other liquids or with additional ingredients, so that might not be an issue for everyone.

I can't stand the taste. I got the vanilla. The chocolate may be better, but I'm not willing to spend the money to find out.

First of all, it's sweetened entirely with stevia (unless you count the inulin, which I don't think contributes significantly). I don't mind some stevia, but this much leaves the distinctive non-sugar sweetness lingering in my mouth for an hour or more, which is not welcome. Secondly, regardless of the sweetener it's much too sweet. I know that's common with shakes, but some of them manage to avoid it and I wish this one had tried.

Thirdly, I don't understand how something with all-natural ingredients can taste so fake. I really like real vanilla, and I know this contains real vanilla, but it smells and tastes like the cheapest not-even-trying artificial flavoring imaginable.

I was looking for something soy and/or whey-based to mix with the 'lightly sweet' Garden of Life vegan mix because that's just a little too gritty for me by itself. I was using Lineavi, but I don't like that it contains artificial flavor (and yet tastes better than this does - go figure). I don't like wasting money, so I am grimly using this mix up doing that, and as long as I keep the ration to 50% or under, it's okay. Not great, but okay. When it's gone and I can justify buying a replacement, I'll be grateful.",23-Dec-17,Ambagious,https://www.amazon.com/gp/profile/amzn1.account.AGBC2Q7XKLOZDKV7GNNY7UFOQO6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,4,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Nasty,To thick and nasty.,02-Feb-24,Smiley0701,https://www.amazon.com/gp/profile/amzn1.account.AHQQO7P2JIULQHZUVBAJZREA23QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Grossly over priced!!,"The two stars is for the engorged price. I have bought this product in the past many, many times. But, it used to be between $10 to $15 (average of around $12). It's a small container usually only filled a bit over half full. This price of around $22 is crazy for what it is.",12-Oct-23,Breanna Dwyer,https://www.amazon.com/gp/profile/amzn1.account.AF5X3PHAK46UQ6RNFBYON667NVHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,2 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Less than half advertised amount,"The product is good, but the company is filling this less than half the amount that you are paying for! 16 oz or 13 servings (26 scoops). I bought this one week ago and used it less than 5 times, only 10 scoops, and its empty now. I thought it seemed very light on arrival. Package was sealed, this is being filled less full at the factory level.",02-Aug-23,K,https://www.amazon.com/gp/profile/amzn1.account.AEDSOAVJQTAMZ2DDEUVLOT7G2VBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,1,0,2,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
"Toxic, for me at least. Plz read.","If you're ready for boil like breakouts. Apparently these levels are toxic. I thought more is better to help regrow some hair loss and instead too much collagen can plump the skin too much causing pores to close trapping bacteria inside causing ""cyst like breakouts""... haven't touched it since, no issues since.",10-Jun-23,Jyl Todd,https://www.amazon.com/gp/profile/amzn1.account.AHB4AXMAJ43DJP5SW4OH5EY5RI4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
Not for me- Upset my stomach :(,"I made a shake for breakfast today- used two scoops as directed, half a cup of ice and a cup of almond milk. I drank the shake between 8:00 am and 8:30 a.m. It is now 9:40 a.m and I have gone to the bathroom three times. I'm not sure why it made my stomach so upset, but I'm very disappointed since this product got such great reviews. As far as the taste, it tastes weird. It tastes like a drink that has stevia in it, but I don't know the taste is overpowering. Obviously though, this product is all natural, so it's not supposed to taste super amazing. I'm used to drinking teas and adding stevia to it as a sweetener. I eat a lot of gluten free products and products that contain stevia as a sweetener, so I'm used to the taste. I don't use regular sugar or artificial sweeteners, so I am accustomed to the taste stevia has, but the taste is overpowering and then it's mixed with the taste of chocolate. Maybe if I had added a banana? Not sure. I'll probably try it again on the weekend just to see what happens. I also have a sensitivity to fodmaps, (sugars found in fruits), fructose being one of them. I read this has fructose in it...that could be the reason why it upset my stomach, but idk. it just wasn't for me.",04-Mar-15,Paola,https://www.amazon.com/gp/profile/amzn1.account.AGROYKAHOEYSNKGIR2MHCWYMEQEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,3,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
"It���s okay, wouldn���t buy again though",I have been having a hard time finding the right protein. As far as taste goes its gross and has a medicinal aftertaste. I have only used it with water and juice so I���m not sure how it is in a smoothie or shake. It also gave me a stomach ache while I was a work which was annoying. So beware if you have a sensitive stomache.,11-Mar-23,Mel,https://www.amazon.com/gp/profile/amzn1.account.AFF4KFYAKD4SGBITPVACHK7PMV6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
